E,I32,I12,Ibg,Itot
670.413722,0.003373,0.025746,0.000000,0.026877
670.581281,0.003263,0.024903,0.000000,0.025922
670.748839,0.003156,0.024027,0.000000,0.024937
670.916398,0.003052,0.023126,0.000000,0.023930
671.083957,0.002951,0.022207,0.000000,0.022907
671.251515,0.002853,0.021278,0.000000,0.021878
671.419074,0.002757,0.020348,0.000000,0.020850
671.586632,0.002664,0.019425,0.000000,0.019832
671.754191,0.002574,0.018517,0.000000,0.018831
671.921749,0.002486,0.017630,0.000000,0.017854
672.089308,0.002400,0.016770,0.000000,0.016906
672.256866,0.002317,0.015941,0.000000,0.015991
672.424425,0.002235,0.015145,0.000000,0.015112
672.591983,0.002156,0.014386,0.000000,0.014271
672.759542,0.002078,0.013663,0.000000,0.013470
672.927100,0.002003,0.012979,0.000000,0.012708
673.094659,0.001929,0.012331,0.000000,0.011985
673.262217,0.001858,0.011720,0.000000,0.011300
673.429776,0.001788,0.011143,0.000000,0.010652
673.597334,0.001719,0.010601,0.000000,0.010040
673.764893,0.001652,0.010090,0.000000,0.009461
673.932452,0.001587,0.009610,0.000000,0.008915
674.100010,0.001524,0.009158,0.000000,0.008398
674.267569,0.001461,0.008733,0.000000,0.007909
674.435127,0.001401,0.008333,0.000000,0.007447
674.602686,0.001341,0.007956,0.000000,0.007010
674.770244,0.001283,0.007601,0.000000,0.006596
674.937803,0.001226,0.007266,0.000000,0.006203
675.105361,0.001171,0.006950,0.000000,0.005831
675.272920,0.001116,0.006652,0.000000,0.005477
675.440478,0.001063,0.006369,0.000000,0.005141
675.608037,0.001011,0.006102,0.000000,0.004821
675.775595,0.000960,0.005849,0.000000,0.004517
675.943154,0.000910,0.005609,0.000000,0.004226
676.110712,0.000861,0.005382,0.000000,0.003949
676.278271,0.000814,0.005165,0.000000,0.003684
676.445829,0.000767,0.004960,0.000000,0.003431
676.613388,0.000721,0.004764,0.000000,0.003189
676.780946,0.000676,0.004578,0.000000,0.002957
676.948505,0.000632,0.004400,0.000000,0.002735
677.116064,0.000589,0.004230,0.000000,0.002522
677.283622,0.000546,0.004068,0.000000,0.002317
677.451181,0.000505,0.003914,0.000000,0.002120
677.618739,0.000464,0.003766,0.000000,0.001931
677.786298,0.000424,0.003624,0.000000,0.001749
677.953856,0.000385,0.003488,0.000000,0.001574
678.121415,0.000347,0.003358,0.000000,0.001405
678.288973,0.000309,0.003233,0.000000,0.001242
678.456532,0.000272,0.003113,0.000000,0.001084
678.624090,0.000236,0.002998,0.000000,0.000933
678.791649,0.000200,0.002887,0.000000,0.000786
678.959207,0.000165,0.002780,0.000000,0.000644
679.126766,0.000131,0.002678,0.000000,0.000507
679.294324,0.000097,0.002579,0.000000,0.000374
679.461883,0.000064,0.002484,0.000000,0.000245
679.629441,0.000032,0.002392,0.000000,0.000121
679.797000,0.000000,0.002303,0.000000,0.000000
