E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
-4.775920,0.253652,-0.108738,1.467950,-0.648359,4.265503,-4.265503,5.987105,-5.022600
-4.695652,0.285812,-0.133749,1.657515,-0.797493,4.545436,-4.545436,6.488763,-5.476678
-4.615385,0.316137,-0.160483,1.837225,-0.956892,4.819511,-4.819511,6.972873,-5.936886
-4.535117,0.343266,-0.187840,1.999057,-1.120016,5.085097,-5.085097,7.427421,-6.392953
-4.454849,0.365869,-0.214474,2.135065,-1.278822,5.339539,-5.339539,7.840473,-6.832836
-4.374582,0.382738,-0.238884,2.237962,-1.424365,5.580167,-5.580167,8.200868,-7.243416
-4.294314,0.392892,-0.259552,2.301727,-1.547596,5.804311,-5.804311,8.498930,-7.611459
-4.214047,0.395664,-0.275098,2.322166,-1.640283,6.009314,-6.009314,8.727144,-7.924696
-4.133779,0.390776,-0.284433,2.297366,-1.695920,6.192550,-6.192550,8.880693,-8.172903
-4.053512,0.378382,-0.286881,2.227976,-1.710478,6.351451,-6.351451,8.957810,-8.348810
-3.973244,0.359069,-0.282269,2.117246,-1.682889,6.483546,-6.483546,8.959861,-8.448704
-3.892977,0.333824,-0.270942,1.970818,-1.615179,6.586507,-6.586507,8.891148,-8.472628
-3.812709,0.303955,-0.253731,1.796274,-1.512222,6.658209,-6.658209,8.758437,-8.424162
-3.732441,0.270989,-0.231858,1.602479,-1.381165,6.696801,-6.696801,8.570270,-8.309824
-3.652174,0.236547,-0.206806,1.398822,-1.230614,6.700781,-6.700781,8.336150,-8.138201
-3.571906,0.202227,-0.180176,1.194428,-1.069716,6.669072,-6.669072,8.065726,-7.918963
-3.491639,0.169500,-0.153552,0.997467,-0.907269,6.601102,-6.601102,7.768070,-7.661923
-3.411371,0.139653,-0.128401,0.814627,-0.750990,6.496867,-6.496867,7.451147,-7.376258
-3.331104,0.113754,-0.106010,0.650803,-0.607005,6.356990,-6.356990,7.121546,-7.070005
-3.250836,0.092686,-0.087486,0.509026,-0.479621,6.182746,-6.182746,6.784459,-6.749854
-3.170569,0.077203,-0.073796,0.390602,-0.371343,5.976082,-5.976082,6.443886,-6.421220
-3.090301,0.068018,-0.065837,0.295406,-0.283099,5.739589,-5.739589,6.103012,-6.088525
-3.010033,0.065903,-0.064537,0.222275,-0.214600,5.476464,-5.476464,5.764642,-5.755601
-2.929766,0.071775,-0.070929,0.169421,-0.164743,5.190433,-5.190433,5.431629,-5.426106
-2.849498,0.086741,-0.086208,0.134801,-0.132004,4.885658,-4.885658,5.107200,-5.103870
-2.769231,0.112094,-0.111723,0.116412,-0.114748,4.566611,-4.566611,4.795117,-4.793082
-2.688963,0.149233,-0.148902,0.112462,-0.111435,4.237953,-4.237953,4.499647,-4.498289
-2.608696,0.199507,-0.199096,0.121439,-0.120707,3.904386,-3.904386,4.225332,-4.224189
-2.528428,0.263989,-0.263349,0.142067,-0.141368,3.570517,-3.570517,3.976573,-3.975234
-2.448161,0.343199,-0.342111,0.173183,-0.172269,3.240730,-3.240730,3.757112,-3.755109
-2.367893,0.436812,-0.434940,0.213581,-0.212154,2.919059,-2.919059,3.569453,-3.566153
-2.287625,0.543410,-0.540231,0.261841,-0.259494,2.609098,-2.609098,3.414349,-3.408822
-2.207358,0.660321,-0.655039,0.316211,-0.312346,2.313915,-2.313915,3.290447,-3.281300
-2.127090,0.783616,-0.775045,0.374547,-0.368293,2.036009,-2.036009,3.194172,-3.179347
-2.046823,0.908277,-0.894707,0.434356,-0.424462,1.777281,-1.777281,3.119913,-3.096451
-1.966555,1.028569,-1.007610,0.492936,-0.477658,1.539034,-1.539034,3.060539,-3.024302
-1.886288,1.138572,-1.106990,0.547599,-0.524581,1.321995,-1.321995,3.008166,-2.953566
-1.806020,1.232811,-1.186390,0.595945,-0.562112,1.126363,-1.126363,2.955119,-2.874864
-1.725753,1.306898,-1.240337,0.636137,-0.587625,0.951857,-0.951857,2.894892,-2.779819
-1.645485,1.358065,-1.264965,0.667125,-0.599270,0.797795,-0.797795,2.822985,-2.662029
-1.565217,1.385501,-1.258470,0.688767,-0.596183,0.663162,-0.663162,2.737429,-2.517814
-1.484950,1.390409,-1.221329,0.701813,-0.578583,0.546689,-0.546689,2.638911,-2.346601
-1.404682,1.375771,-1.156239,0.707747,-0.547745,0.446931,-0.446931,2.530449,-2.150915
-1.324415,1.345849,-1.067794,0.708501,-0.505846,0.362331,-0.362331,2.416681,-1.935970
-1.244147,1.305498,-0.961950,0.706092,-0.455704,0.291289,-0.291289,2.302880,-1.708943
-1.163880,1.259428,-0.845362,0.702256,-0.400472,0.232213,-0.232213,2.193897,-1.478047
-1.083612,1.211528,-0.724699,0.698127,-0.343311,0.183561,-0.183561,2.093216,-1.251571
-1.003344,1.164387,-0.606035,0.694041,-0.287096,0.143880,-0.143880,2.002308,-1.037011
-0.923077,1.119073,-0.494382,0.689497,-0.234203,0.111824,-0.111824,1.920394,-0.840409
-0.842809,1.075201,-0.393417,0.683278,-0.186373,0.086175,-0.086175,1.844654,-0.665964
-0.762542,1.031261,-0.305399,0.673707,-0.144676,0.065845,-0.065845,1.770813,-0.515921
-0.682274,0.985115,-0.231264,0.658987,-0.109556,0.049884,-0.049884,1.693987,-0.390705
-0.602007,0.934568,-0.170834,0.637563,-0.080929,0.037471,-0.037471,1.609602,-0.289233
-0.521739,0.877889,-0.123102,0.608429,-0.058317,0.027907,-0.027907,1.514224,-0.209326
-0.441472,0.814197,-0.086534,0.571338,-0.040993,0.020606,-0.020606,1.406141,-0.148133
-0.361204,0.743662,-0.059340,0.526868,-0.028110,0.015085,-0.015085,1.285615,-0.102535
-0.280936,0.667488,-0.039699,0.476361,-0.018804,0.010949,-0.010949,1.154799,-0.069452
-0.200669,0.587725,-0.025917,0.421745,-0.012272,0.007879,-0.007879,1.017349,-0.046068
-0.120401,0.506951,-0.016523,0.365276,-0.007817,0.005621,-0.005621,0.877849,-0.029961
-0.040134,0.427913,-0.010314,0.309265,-0.004864,0.003976,-0.003976,0.741154,-0.019153
0.040134,0.353175,-0.006353,0.255823,-0.002966,0.002788,-0.002788,0.611786,-0.012108
0.120401,0.284840,-0.003959,0.206666,-0.001792,0.001938,-0.001938,0.493444,-0.007689
0.200669,0.224384,-0.002668,0.163000,-0.001106,0.001336,-0.001336,0.388720,-0.005110
0.280936,0.172590,-0.002208,0.125486,-0.000756,0.000913,-0.000913,0.298989,-0.003877
0.361204,0.129587,-0.002477,0.094281,-0.000656,0.000618,-0.000618,0.224487,-0.003752
0.441472,0.094963,-0.003537,0.069123,-0.000771,0.000415,-0.000415,0.164501,-0.004723
0.521739,0.067909,-0.005611,0.049448,-0.001119,0.000276,-0.000276,0.117633,-0.007007
0.602007,0.047385,-0.009112,0.034512,-0.001759,0.000182,-0.000182,0.082080,-0.011054
0.682274,0.032261,-0.014663,0.023501,-0.002802,0.000119,-0.000119,0.055881,-0.017584
0.762542,0.021428,-0.023130,0.015612,-0.004405,0.000077,-0.000077,0.037118,-0.027612
0.842809,0.013886,-0.035644,0.010118,-0.006781,0.000050,-0.000050,0.024053,-0.042476
