E,I32,I12,Ibg,Itot
459.431438,0.355939,0.000890,0.000000,0.353791
459.632107,0.400327,0.000920,0.000000,0.398418
459.832776,0.448465,0.000950,0.000000,0.446814
460.033445,0.499938,0.000981,0.000000,0.498562
460.234114,0.554128,0.001013,0.000000,0.553040
460.434783,0.610200,0.001046,0.000000,0.609410
460.635452,0.667119,0.001080,0.000000,0.666631
460.836120,0.723665,0.001114,0.000000,0.723479
461.036789,0.778477,0.001149,0.000000,0.778585
461.237458,0.830105,0.001185,0.000000,0.830493
461.438127,0.877079,0.001222,0.000000,0.877726
461.638796,0.917979,0.001260,0.000000,0.918857
461.839465,0.951519,0.001299,0.000000,0.952595
462.040134,0.976618,0.001338,0.000000,0.977853
462.240803,0.992467,0.001379,0.000000,0.993817
462.441472,0.998579,0.001421,0.000000,1.000000
462.642140,0.994819,0.001464,0.000000,0.996265
462.842809,0.981414,0.001508,0.000000,0.982841
463.043478,0.958934,0.001553,0.000000,0.960301
463.244147,0.928258,0.001600,0.000000,0.929527
463.444816,0.890518,0.001648,0.000000,0.891656
463.645485,0.847024,0.001697,0.000000,0.848006
463.846154,0.799194,0.001747,0.000000,0.800001
464.046823,0.748474,0.001799,0.000000,0.749093
464.247492,0.696263,0.001852,0.000000,0.696689
464.448161,0.643852,0.001907,0.000000,0.644086
464.648829,0.592376,0.001964,0.000000,0.592423
464.849498,0.542779,0.002022,0.000000,0.542651
465.050167,0.495800,0.002081,0.000000,0.495510
465.250836,0.451967,0.002143,0.000000,0.451532
465.451505,0.411616,0.002206,0.000000,0.411053
465.652174,0.374903,0.002272,0.000000,0.374233
465.852843,0.341841,0.002339,0.000000,0.341083
466.053512,0.312328,0.002409,0.000000,0.311500
466.254181,0.286178,0.002481,0.000000,0.285299
466.454849,0.263153,0.002555,0.000000,0.262239
466.655518,0.242988,0.002631,0.000000,0.242056
466.856187,0.225413,0.002710,0.000000,0.224477
467.056856,0.210168,0.002791,0.000000,0.209242
467.257525,0.197017,0.002876,0.000000,0.196114
467.458194,0.185749,0.002963,0.000000,0.184880
467.658863,0.176185,0.003053,0.000000,0.175362
467.859532,0.168176,0.003146,0.000000,0.167408
468.060201,0.161597,0.003243,0.000000,0.160895
468.260870,0.156347,0.003343,0.000000,0.155721
468.461538,0.152343,0.003446,0.000000,0.151801
468.662207,0.149510,0.003554,0.000000,0.149063
468.862876,0.147783,0.003665,0.000000,0.147440
469.063545,0.147096,0.003781,0.000000,0.146866
469.264214,0.147382,0.003901,0.000000,0.147274
469.464883,0.148565,0.004026,0.000000,0.148589
469.665552,0.150564,0.004155,0.000000,0.150727
469.866221,0.153282,0.004290,0.000000,0.153593
470.066890,0.156612,0.004430,0.000000,0.157080
470.267559,0.160435,0.004576,0.000000,0.161067
470.468227,0.164617,0.004729,0.000000,0.165422
470.668896,0.169015,0.004887,0.000000,0.170001
470.869565,0.173479,0.005053,0.000000,0.174652
471.070234,0.177853,0.005226,0.000000,0.179220
471.270903,0.181979,0.005406,0.000000,0.183547
471.471572,0.185705,0.005595,0.000000,0.187480
471.672241,0.188887,0.005792,0.000000,0.190876
471.872910,0.191396,0.005999,0.000000,0.193604
472.073579,0.193119,0.006215,0.000000,0.195553
472.274247,0.193970,0.006443,0.000000,0.196635
