E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
3.331104,0.264611,-0.264611,0.049702,-0.049702,0.010675,-0.010675,0.324988,-0.324988
3.411371,0.278498,-0.278498,0.052871,-0.052871,0.010437,-0.010437,0.341806,-0.341806
3.491639,0.292447,-0.292447,0.056145,-0.056145,0.010204,-0.010204,0.358797,-0.358797
3.571906,0.306269,-0.306269,0.059476,-0.059476,0.009977,-0.009977,0.375721,-0.375721
3.652174,0.319750,-0.319750,0.062803,-0.062803,0.009755,-0.009755,0.392308,-0.392308
3.732441,0.332663,-0.332663,0.066060,-0.066060,0.009538,-0.009538,0.408262,-0.408262
3.812709,0.344770,-0.344770,0.069173,-0.069173,0.009327,-0.009327,0.423270,-0.423270
3.892977,0.355827,-0.355827,0.072065,-0.072065,0.009120,-0.009120,0.437012,-0.437012
3.973244,0.365602,-0.365602,0.074656,-0.074656,0.008918,-0.008918,0.449176,-0.449176
4.053512,0.373872,-0.373872,0.076872,-0.076872,0.008720,-0.008720,0.459465,-0.459465
4.133779,0.380443,-0.380443,0.078644,-0.078644,0.008527,-0.008527,0.467614,-0.467614
4.214047,0.385150,-0.385150,0.079914,-0.079914,0.008338,-0.008338,0.473403,-0.473403
4.294314,0.387874,-0.387874,0.080638,-0.080638,0.008154,-0.008154,0.476665,-0.476665
4.374582,0.388536,-0.388536,0.080788,-0.080788,0.007973,-0.007973,0.477297,-0.477297
4.454849,0.387112,-0.387112,0.080354,-0.080354,0.007797,-0.007797,0.475263,-0.475263
4.535117,0.383626,-0.383626,0.079347,-0.079347,0.007624,-0.007624,0.470597,-0.470597
4.615385,0.378154,-0.378154,0.077793,-0.077793,0.007455,-0.007455,0.463402,-0.463402
4.695652,0.370818,-0.370818,0.075737,-0.075737,0.007289,-0.007289,0.453844,-0.453844
4.775920,0.361779,-0.361779,0.073236,-0.073236,0.007127,-0.007127,0.442143,-0.442143
4.856187,0.351232,-0.351232,0.070359,-0.070359,0.006969,-0.006969,0.428560,-0.428560
