E,I32,I12,Ibg,Itot
525.418060,0.002100,0.164473,0.000000,0.165640
525.652174,0.002028,0.136398,0.000000,0.137462
525.886288,0.001960,0.112396,0.000000,0.113365
526.120401,0.001895,0.092369,0.000000,0.093250
526.354515,0.001833,0.076045,0.000000,0.076845
526.588629,0.001773,0.063049,0.000000,0.063776
526.822742,0.001717,0.052960,0.000000,0.053618
527.056856,0.001662,0.045352,0.000000,0.045948
527.290970,0.001610,0.039838,0.000000,0.040375
527.525084,0.001560,0.036080,0.000000,0.036562
527.759197,0.001512,0.033809,0.000000,0.034241
527.993311,0.001465,0.032823,0.000000,0.033208
528.227425,0.001421,0.032983,0.000000,0.033323
528.461538,0.001378,0.034205,0.000000,0.034504
528.695652,0.001337,0.036449,0.000000,0.036708
528.929766,0.001297,0.039701,0.000000,0.039925
529.163880,0.001259,0.043966,0.000000,0.044156
529.397993,0.001222,0.049242,0.000000,0.049401
529.632107,0.001186,0.055512,0.000000,0.055642
529.866221,0.001152,0.062722,0.000000,0.062825
530.100334,0.001118,0.070772,0.000000,0.070851
530.334448,0.001086,0.079504,0.000000,0.079561
530.568562,0.001055,0.088698,0.000000,0.088734
530.802676,0.001025,0.098072,0.000000,0.098088
531.036789,0.000995,0.107291,0.000000,0.107288
531.270903,0.000967,0.115984,0.000000,0.115962
531.505017,0.000939,0.123765,0.000000,0.123725
531.739130,0.000913,0.130263,0.000000,0.130203
531.973244,0.000887,0.135147,0.000000,0.135067
532.207358,0.000862,0.138158,0.000000,0.138056
532.441472,0.000838,0.139127,0.000000,0.139002
532.675585,0.000814,0.137994,0.000000,0.137844
532.909699,0.000791,0.134813,0.000000,0.134637
533.143813,0.000769,0.129746,0.000000,0.129541
533.377926,0.000747,0.123046,0.000000,0.122812
533.612040,0.000726,0.115039,0.000000,0.114775
533.846154,0.000705,0.106096,0.000000,0.105801
534.080268,0.000685,0.096598,0.000000,0.096273
534.314381,0.000666,0.086916,0.000000,0.086561
534.548495,0.000647,0.077385,0.000000,0.076999
534.782609,0.000628,0.068283,0.000000,0.067869
535.016722,0.000610,0.059830,0.000000,0.059389
535.250836,0.000593,0.052177,0.000000,0.051710
535.484950,0.000576,0.045414,0.000000,0.044922
535.719064,0.000559,0.039575,0.000000,0.039060
535.953177,0.000543,0.034650,0.000000,0.034112
