E,I32,I12,Ibg,Itot
739.146371,0.002847,0.016957,0.000000,0.018025
739.313930,0.002769,0.016161,0.000000,0.017149
739.481488,0.002692,0.015417,0.000000,0.016327
739.649047,0.002617,0.014721,0.000000,0.015554
739.816605,0.002544,0.014068,0.000000,0.014826
739.984164,0.002472,0.013454,0.000000,0.014140
740.151722,0.002401,0.012878,0.000000,0.013492
740.319281,0.002333,0.012336,0.000000,0.012879
740.486839,0.002265,0.011824,0.000000,0.012299
740.654398,0.002199,0.011342,0.000000,0.011750
740.821957,0.002134,0.010886,0.000000,0.011228
740.989515,0.002071,0.010454,0.000000,0.010732
741.157074,0.002009,0.010045,0.000000,0.010261
741.324632,0.001948,0.009658,0.000000,0.009812
741.492191,0.001889,0.009290,0.000000,0.009384
741.659749,0.001830,0.008941,0.000000,0.008975
741.827308,0.001773,0.008608,0.000000,0.008584
741.994866,0.001717,0.008292,0.000000,0.008211
742.162425,0.001662,0.007990,0.000000,0.007854
742.329983,0.001608,0.007702,0.000000,0.007511
742.497542,0.001555,0.007428,0.000000,0.007183
742.665100,0.001503,0.007165,0.000000,0.006868
742.832659,0.001452,0.006914,0.000000,0.006566
743.000217,0.001402,0.006674,0.000000,0.006275
743.167776,0.001353,0.006444,0.000000,0.005996
743.335334,0.001304,0.006224,0.000000,0.005727
743.502893,0.001257,0.006013,0.000000,0.005467
743.670452,0.001211,0.005810,0.000000,0.005218
743.838010,0.001165,0.005615,0.000000,0.004977
744.005569,0.001120,0.005428,0.000000,0.004745
744.173127,0.001076,0.005248,0.000000,0.004520
744.340686,0.001033,0.005075,0.000000,0.004303
744.508244,0.000991,0.004908,0.000000,0.004094
744.675803,0.000949,0.004748,0.000000,0.003892
744.843361,0.000908,0.004593,0.000000,0.003696
745.010920,0.000868,0.004444,0.000000,0.003506
745.178478,0.000828,0.004300,0.000000,0.003322
745.346037,0.000789,0.004161,0.000000,0.003144
745.513595,0.000751,0.004027,0.000000,0.002972
745.681154,0.000714,0.003898,0.000000,0.002804
745.848712,0.000677,0.003773,0.000000,0.002642
746.016271,0.000641,0.003652,0.000000,0.002484
746.183829,0.000605,0.003535,0.000000,0.002331
746.351388,0.000570,0.003421,0.000000,0.002183
746.518946,0.000535,0.003312,0.000000,0.002038
746.686505,0.000501,0.003205,0.000000,0.001898
746.854064,0.000468,0.003103,0.000000,0.001762
747.021622,0.000435,0.003003,0.000000,0.001629
747.189181,0.000403,0.002906,0.000000,0.001500
747.356739,0.000371,0.002813,0.000000,0.001374
747.524298,0.000340,0.002722,0.000000,0.001251
747.691856,0.000309,0.002633,0.000000,0.001132
747.859415,0.000279,0.002548,0.000000,0.001016
748.026973,0.000249,0.002464,0.000000,0.000903
748.194532,0.000219,0.002384,0.000000,0.000792
748.362090,0.000190,0.002305,0.000000,0.000684
748.529649,0.000162,0.002229,0.000000,0.000579
748.697207,0.000134,0.002154,0.000000,0.000477
748.864766,0.000106,0.002082,0.000000,0.000377
749.032324,0.000079,0.002012,0.000000,0.000279
749.199883,0.000052,0.001944,0.000000,0.000184
749.367441,0.000026,0.001877,0.000000,0.000091
749.535000,0.000000,0.001812,0.000000,0.000000
