E,Id,Ip,Ioct,Itot,Ibg
7.370705,0.091489,0.002436,0.379373,0.473298,nan
7.422587,0.092019,0.002379,0.367784,0.462182,nan
7.474470,0.092750,0.002324,0.356116,0.451190,nan
7.526353,0.093676,0.002272,0.344391,0.440339,nan
7.578236,0.094788,0.002223,0.332634,0.429645,nan
7.630119,0.096078,0.002175,0.320870,0.419124,nan
7.682002,0.097537,0.002131,0.309128,0.408796,nan
7.733885,0.099154,0.002088,0.297437,0.398679,nan
7.785768,0.100920,0.002047,0.285825,0.388791,nan
7.837651,0.102823,0.002008,0.274322,0.379152,nan
7.889534,0.104851,0.001970,0.262956,0.369778,nan
7.941417,0.106993,0.001934,0.251756,0.360684,nan
7.993300,0.109237,0.001900,0.240749,0.351885,nan
8.045183,0.111569,0.001866,0.229958,0.343393,nan
8.097065,0.113977,0.001834,0.219407,0.335218,nan
8.148948,0.116449,0.001803,0.209117,0.327368,nan
8.200831,0.118970,0.001773,0.199106,0.319849,nan
8.252714,0.121528,0.001743,0.189392,0.312663,nan
8.304597,0.124111,0.001715,0.179987,0.305812,nan
8.356480,0.126706,0.001687,0.170902,0.299295,nan
8.408363,0.129301,0.001659,0.162147,0.293108,nan
8.460246,0.131885,0.001632,0.153728,0.287245,nan
8.512129,0.134446,0.001605,0.145649,0.281700,nan
8.564012,0.136974,0.001579,0.137911,0.276464,nan
8.615895,0.139459,0.001553,0.130515,0.271527,nan
8.667778,0.141893,0.001527,0.123458,0.266878,nan
8.719661,0.144266,0.001502,0.116737,0.262504,nan
8.771543,0.146571,0.001476,0.110345,0.258393,nan
8.823426,0.148802,0.001451,0.104278,0.254530,nan
8.875309,0.150952,0.001426,0.098525,0.250903,nan
8.927192,0.153017,0.001400,0.093079,0.247497,nan
8.979075,0.154991,0.001375,0.087931,0.244297,nan
9.030958,0.156872,0.001350,0.083068,0.241291,nan
9.082841,0.158657,0.001325,0.078482,0.238464,nan
9.134724,0.160344,0.001300,0.074159,0.235804,nan
9.186607,0.161933,0.001276,0.070090,0.233298,nan
9.238490,0.163423,0.001251,0.066261,0.230934,nan
9.290373,0.164814,0.001226,0.062662,0.228702,nan
9.342256,0.166108,0.001202,0.059281,0.226590,nan
9.394139,0.167307,0.001177,0.056105,0.224590,nan
9.446021,0.168413,0.001153,0.053125,0.222691,nan
9.497904,0.169428,0.001129,0.050329,0.220886,nan
9.549787,0.170356,0.001105,0.047706,0.219168,nan
9.601670,0.171200,0.001082,0.045246,0.217528,nan
9.653553,0.171963,0.001058,0.042938,0.215959,nan
9.705436,0.172647,0.001035,0.040774,0.214456,nan
9.757319,0.173256,0.001012,0.038744,0.213012,nan
9.809202,0.173792,0.000989,0.036839,0.211621,nan
9.861085,0.174256,0.000967,0.035052,0.210275,nan
9.912968,0.174650,0.000945,0.033373,0.208969,nan
9.964851,0.174974,0.000923,0.031797,0.207694,nan
10.016734,0.175226,0.000902,0.030315,0.206443,nan
10.068617,0.175406,0.000881,0.028922,0.205209,nan
10.120499,0.175510,0.000860,0.027611,0.203981,nan
10.172382,0.175536,0.000840,0.026377,0.202752,nan
10.224265,0.175477,0.000820,0.025213,0.201510,nan
10.276148,0.175330,0.000800,0.024116,0.200246,nan
10.328031,0.175087,0.000780,0.023080,0.198948,nan
10.379914,0.174742,0.000761,0.022102,0.197605,nan
10.431797,0.174287,0.000743,0.021176,0.196205,nan
10.483680,0.173714,0.000724,0.020300,0.194738,nan
10.535563,0.173015,0.000706,0.019470,0.193191,nan
10.587446,0.172182,0.000688,0.018683,0.191554,nan
10.639329,0.171209,0.000671,0.017936,0.189815,nan
10.691212,0.170087,0.000654,0.017226,0.187966,nan
10.743095,0.168810,0.000637,0.016550,0.185997,nan
10.794977,0.167374,0.000620,0.015907,0.183901,nan
10.846860,0.165773,0.000604,0.015295,0.181672,nan
10.898743,0.164005,0.000588,0.014711,0.179303,nan
10.950626,0.162069,0.000572,0.014153,0.176793,nan
11.002509,0.159963,0.000556,0.013620,0.174139,nan
11.054392,0.157691,0.000541,0.013110,0.171341,nan
11.106275,0.155254,0.000526,0.012622,0.168401,nan
11.158158,0.152657,0.000511,0.012155,0.165323,nan
11.210041,0.149907,0.000496,0.011707,0.162110,nan
11.261924,0.147011,0.000482,0.011277,0.158769,nan
11.313807,0.143977,0.000468,0.010864,0.155309,nan
11.365690,0.140816,0.000454,0.010468,0.151737,nan
11.417573,0.137539,0.000440,0.010086,0.148065,nan
11.469455,0.134158,0.000426,0.009719,0.144303,nan
11.521338,0.130684,0.000413,0.009366,0.140463,nan
11.573221,0.127131,0.000400,0.009026,0.136557,nan
11.625104,0.123512,0.000387,0.008698,0.132598,nan
11.676987,0.119841,0.000375,0.008382,0.128598,nan
11.728870,0.116130,0.000362,0.008077,0.124569,nan
11.780753,0.112391,0.000350,0.007782,0.120524,nan
11.832636,0.108638,0.000339,0.007497,0.116474,nan
11.884519,0.104883,0.000327,0.007222,0.112432,nan
11.936402,0.101135,0.000316,0.006956,0.108407,nan
11.988285,0.097407,0.000305,0.006699,0.104410,nan
12.040168,0.093706,0.000294,0.006450,0.100450,nan
12.092051,0.090042,0.000284,0.006208,0.096534,nan
12.143933,0.086423,0.000273,0.005975,0.092671,nan
12.195816,0.082855,0.000263,0.005748,0.088867,nan
12.247699,0.079345,0.000253,0.005529,0.085127,nan
12.299582,0.075897,0.000244,0.005316,0.081457,nan
12.351465,0.072516,0.000235,0.005109,0.077860,nan
12.403348,0.069205,0.000226,0.004909,0.074339,nan
12.455231,0.065967,0.000217,0.004714,0.070898,nan
12.507114,0.062805,0.000208,0.004525,0.067537,nan
12.558997,0.059719,0.000200,0.004341,0.064260,nan
12.610880,0.056712,0.000192,0.004162,0.061066,nan
12.662763,0.053784,0.000184,0.003989,0.057956,nan
12.714646,0.050936,0.000176,0.003820,0.054931,nan
12.766529,0.048167,0.000168,0.003656,0.051991,nan
12.818411,0.045478,0.000161,0.003496,0.049135,nan
12.870294,0.042869,0.000154,0.003340,0.046363,nan
12.922177,0.040340,0.000147,0.003189,0.043675,nan
12.974060,0.037890,0.000140,0.003041,0.041071,nan
13.025943,0.035519,0.000133,0.002897,0.038550,nan
13.077826,0.033227,0.000127,0.002757,0.036111,nan
13.129709,0.031013,0.000121,0.002621,0.033755,nan
13.181592,0.028878,0.000114,0.002487,0.031480,nan
13.233475,0.026822,0.000108,0.002358,0.029288,nan
13.285358,0.024843,0.000103,0.002231,0.027176,nan
13.337241,0.022942,0.000097,0.002107,0.025146,nan
13.389124,0.021119,0.000091,0.001987,0.023197,nan
13.441007,0.019374,0.000086,0.001869,0.021329,nan
13.492889,0.017707,0.000081,0.001754,0.019542,nan
13.544772,0.016117,0.000075,0.001642,0.017834,nan
13.596655,0.014604,0.000070,0.001532,0.016207,nan
13.648538,0.013169,0.000065,0.001425,0.014660,nan
13.700421,0.011810,0.000061,0.001321,0.013192,nan
13.752304,0.010527,0.000056,0.001219,0.011802,nan
13.804187,0.009321,0.000051,0.001119,0.010491,nan
13.856070,0.008189,0.000047,0.001021,0.009256,nan
13.907953,0.007131,0.000043,0.000925,0.008099,nan
13.959836,0.006146,0.000038,0.000832,0.007016,nan
14.011719,0.005234,0.000034,0.000740,0.006008,nan
14.063602,0.004392,0.000030,0.000651,0.005073,nan
14.115485,0.003619,0.000026,0.000564,0.004209,nan
14.167367,0.002915,0.000022,0.000478,0.003415,nan
14.219250,0.002276,0.000018,0.000394,0.002688,nan
14.271133,0.001701,0.000014,0.000312,0.002028,nan
14.323016,0.001189,0.000011,0.000231,0.001431,nan
14.374899,0.000736,0.000007,0.000153,0.000896,nan
14.426782,0.000340,0.000004,0.000076,0.000419,nan
14.478665,0.000000,0.000000,0.000000,0.000000,nan
